ssphp.use_case.id,ssphp.use_case.foundational_system,ssphp.use_case.savedsearch,ssphp.use_case.short_description,ssphp.cis_benchmark.control.title,ssphp.use_case.title,ssphp.cis_benchmark.control.profile_applicability,ssphp.cis_benchmark.control.level,ssphp.cis_benchmark.control.number,ssphp.cis_benchmark.control.group,ssphp.cis_benchmark.control.description,ssphp.cis_benchmark.control.rationale,ssphp.cis_benchmark.control.impact,ssphp.cis_benchmark.controls.ig1,ssphp.cis_benchmark.controls.ig2,ssphp.cis_benchmark.controls.ig3,ssphp.use_case.framework.ig_1,ssphp.use_case.framework.ig_2,ssphp.use_case.framework.ig_3,ssphp.cis_benchmark.controls.v8,ssphp.cis_benchmark.document.date,ssphp.cis_benchmark.document.name,ssphp.cis_benchmark.document.version,ssphp.cis_benchmark.version,ssphp.metadata.last_updated_by,ssphp.metadata.last_updated_date,ssphp.risk.expectancy,ssphp.risk.impact,ssphp.score.scoring_narrative,ssphp.score.threshold.green,ssphp.score.threshold.orange,ssphp.score.threshold.red,ssphp.score.ciso_priority,ssphp.use_case.control,ssphp.use_case.description
m365_006_cis_6-5,M365,ssphp_use_case_m365_006_cis_6-5,Additional Storage Providers,Ensure additional storage providers are restricted in Outlook on the web,M365 006 [CIS 6.5],E3 Level 2,L2,6.5,Storage,"This setting allows users to open certain external files while working in Outlook on the web. If allowed, keep in mind that Microsoft doesn't control the use terms or privacy policies of those third-party services. Ensure AdditionalStorageProvidersAvailable are restricted.","By default additional storage providers are allowed in Office on the Web (such as Box, Dropbox, Facebook, Google Drive, OneDrive Personal, etc.). This could lead to information leakage and additional risk of infection from organizational non-trusted storage providers. Restricting this will inherently reduce risk as it will narrow opportunities for infection and data leakage.","Impact associated with this change is highly dependent upon current practices in the tenant. If users do not use other storage providers, then minimal impact is likely. However, if users do regularly utilize providers outside of the tenant this will affect their ability to continue to do so.",TRUE,TRUE,TRUE,3.3,3.3,3.3,3.3 Configure Data Access Control Lists,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-1-1,AAD,ssphp_use_case_aad_001_cis_1-1-1,Security Defaults enabled on AAD,Ensure Security Defaults is enabled on Azure Active Directory,AAD 001 [CIS 1.1.1],Level 1,L1,1.1.1,Identity and Access Management,Security defaults in Azure Active Directory (Azure AD) make it easier to be secure and help protect your organization. Security defaults contain preconfigured security settings for common attacks. Security defaults is available to everyone. The goal is to ensure that all organizations have a basic level of security enabled at no extra cost. You may turn on security defaults in the Azure portal.,"Security defaults provide secure default settings that we manage on behalf of organizations to keep customers safe until they are ready to manage their own identity security settings. For example, doing the following: Requiring all users and admins to register for MFA. Challenging users with MFA - when necessary, based on factors such as location, device, role, and task. Disabling authentication from legacy authentication clients, which can’t do MFA.",This recommendation should be implemented initially and then may be overridden by other service/product specific CIS Benchmarks. Administrators should also be aware that certain configurations in Azure Active Directory may impact other Microsoft services such as Microsoft 365.,TRUE,TRUE,TRUE,4.1,4.1,4.1,4.1 Establish and Maintain a Secure Configuration Process,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-1-12,AAD,ssphp_use_case_aad_001_cis_1-1-12,MFA for Privileged Users,Ensure that 'Multi-Factor Auth Status' is 'Enabled' for all Privileged Users,AAD 001 [CIS 1.1.12],Level 1,L1,1.1.12,Identity and Access Management,"Enable multi-factor authentication for all roles, groups, and users that have write access or permissions to Azure resources. These include custom created objects or built-in roles such as; Service Co-Administrators, Subscription Owners, Contributors","Multi-factor authentication requires an individual to present a minimum of two separate forms of authentication before access is granted. Multi-factor authentication provides additional assurance that the individual attempting to gain access is who they claim to be. With multi-factor authentication, an attacker would need to compromise at least two different authentication mechanisms, increasing the difficulty of compromise and thus reducing the risk.",Users would require two forms of authentication before any access is granted. Additional administrative time will be required for managing dual forms of authentication when enabling multi-factor authentication.,TRUE,TRUE,TRUE,"6.4
6.5","6.3
6.4
6.5","6.3
6.4
6.5","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access
6.5 Require MFA for Administrative Access",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-1-13,AAD,ssphp_use_case_aad_001_cis_1-1-13,MFA for Non-Privileged Users,Ensure that 'Multi-Factor Auth Status' is 'Enabled' for all Non-Privileged Users,AAD 001 [CIS 1.1.13],Level 2,L2,1.1.13,Identity and Access Management,Enable multi-factor authentication for all non-privileged users.,"Multi-factor authentication requires an individual to present a minimum of two separate forms of authentication before access is granted. Multi-factor authentication provides additional assurance that the individual attempting to gain access is who they claim to be. With multi-factor authentication, an attacker would need to compromise at least two different authentication mechanisms, increasing the difficulty of compromise and thus reducing the risk.","Users would require two forms of authentication before any access is granted. Also, this requires an overhead for managing dual forms of authentication.",TRUE,TRUE,TRUE,6.4,"6.3
6.4","6.3
6.4","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-1-14,AAD,ssphp_use_case_aad_001_cis_1-1-14,MFA on Trusted User Devices,Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is Disabled,AAD 001 [CIS 1.1.14],Level 1,L1,1.1.14,Identity and Access Management,Do not allow users to remember multi-factor authentication on devices.,"Remembering Multi-Factor Authentication (MFA) for devices and browsers allows users to have the option to bypass MFA for a set number of days after performing a successful sign-in using MFA. This can enhance usability by minimizing the number of times a user may need to perform two-step verification on the same device. However, if an account or device is compromised, remembering MFA for trusted devices may affect security. Hence, it is recommended that users not be allowed to bypass MFA.","For every login attempt, the user will be required to perform multi-factor authentication.",TRUE,TRUE,TRUE,6.4,"6.3
6.4","6.3
6.4","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-2-1,AAD,ssphp_use_case_aad_001_cis_1-2-1,Trusted Locations,Ensure Trusted Locations Are Defined,AAD 001 [CIS 1.2.1],Level 1,L1,1.2.1,Identity and Access Management,"Azure Active Directory Conditional Access allows an organization to configure Named locations and configure whether those locations are trusted or untrusted. These settings provide organizations the means to specify Geographical locations for use in conditional access policies, or define actual IP addresses and IP ranges and whether or not those IP addresses and/or ranges are trusted by the organization.",Defining trusted source IP addresses or ranges helps organizations create and enforce Conditional Access policies around those trusted or untrusted IP addresses and ranges. Users authenticating from trusted IP addresses and/or ranges may have less access restrictions or access requirements when compared to users that try to authenticate to Azure Active Directory from untrusted locations or untrusted source IP addresses/ranges.,"When configuring Named locations, the organization can create locations using Geographical location data or by defining source IP addresses or ranges. Configuring Named locations using a Country location does not provide the organization the ability to mark those locations as trusted, and any Conditional Access policy relying on those Countries location setting will not be able to use the All trusted locations setting within the Conditional Access policy. They instead will have to rely on the Select locations setting. This may add additional resource requirements when configuring, and will require thorough organizational testing. In general, Conditional Access policies may completely prevent users from authenticating to Azure Active Directory, and thorough testing is recommended. To avoid complete lockout, a 'Break Glass' account with full Global Administrator rights is recommended in the event all other administrators are locked out of authenticating to Azure Active Directory. This 'Break Glass' account should be excluded from Conditional Access Policies and should be configured with the longest pass phrase feasible. This account should only be used in the event of an emergency and complete administrator lockout",FALSE,TRUE,TRUE,-,"6.7
12.2","6.7
12.2","6.7 Centralize Access Control
12.2 Establish and Maintain a Secure Network 
Architecture",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-2-2,AAD,ssphp_use_case_aad_001_cis_1-2-2,Geographic Access Policy,Ensure that an exclusionary Geographic Access Policy is considered,AAD 001 [CIS 1.2.2],Level 1,L1,1.2.2,Identity and Access Management,"CAUTION: If these policies are created without first auditing and testing the result, misconfiguration can potentially lock out administrators or create undesired access issues. Conditional Access Policies can be used to block access from geographic locations that are deemed out-of-scope for your organization or application. The scope and variables for this policy should be carefully examined and defined.","Conditional Access, when used as a deny list for the tenant or subscription, is able to prevent ingress or egress of traffic to countries that are outside of the scope of interest (e.g.: customers, suppliers) or jurisdiction of an organization. This is an effective way to prevent unnecessary and long-lasting exposure to international threats such as APTs.",Azure AD Premium is required. Limiting access geographically will deny access to users that are traveling or working remotely in a different part of the world. A point-to-site or site to site tunnel such as a VPN is recommended to address exceptions to geographic access policies.,FALSE,TRUE,TRUE,-,6.7,6.7,6.7 Centralize Access Control,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-2-3,AAD,ssphp_use_case_aad_001_cis_1-2-3,Admin Group MFA,Ensure that A Multi-factor Authentication Policy Exists for Administrative Groups,AAD 001 [CIS 1.2.3],Level 1,L1,1.2.3,Identity and Access Management,"For designated users, they will be prompted to use their multi-factor authentication (MFA) process on login.",Enabling multi-factor authentication is a recommended setting to limit the use of Administrative accounts to authenticated personnel.,"There is an increased cost, as Conditional Access policies require Azure AD Premium. Similarly, MFA may require additional overhead to maintain. There is also a potential scenario in which the multi-factor authentication method can be lost, and administrative users are no longer able to log in. For this scenario, there should be an emergency access account. Please see References for creating this.",TRUE,TRUE,TRUE,"6.4
6.5","6.3
6.4
6.5
6.7","6.3
6.4
6.5
6.7","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access
6.5 Require MFA for Administrative Access
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-2-4,AAD,ssphp_use_case_aad_001_cis_1-2-4,MFA Policy All Users,Ensure that A Multi-factor Authentication Policy Exists for All Users,AAD 001 [CIS 1.2.4],Level 1,L1,1.2.4,Identity and Access Management,"For designated users, they will be prompted to use their multi-factor authentication (MFA) process on logins.",Enabling multi-factor authentication is a recommended setting to limit the potential of accounts being compromised and limiting access to authenticated personnel,"There is an increased cost, as Conditional Access policies require Azure AD Premium. Similarly, this may require additional overhead to maintain if users lose access to their MFA.",TRUE,TRUE,TRUE,6.4,"6.3
6.4
6.7","6.3
6.4
6.7","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-2-5,AAD,ssphp_use_case_aad_001_cis_1-2-5,MFA Risky Signins,Ensure Multi-factor Authentication is Required for Risky Sign-ins,AAD 001 [CIS 1.2.5],Level 1,L1,1.2.5,Identity and Access Management,"For designated users, they will be prompted to use their multi-factor authentication (MFA) process on login.",Enabling multi-factor authentication is a recommended setting to limit the potential of accounts being compromised and limiting access to authenticated personnel.,"There is an increased cost, as Conditional Access policies require Azure AD Premium. Similarly, they may require additional overhead to maintain if users lose access to their MFA.",TRUE,TRUE,TRUE,6.4,"6.3
6.4
6.7","6.3
6.4
6.7","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-2-6,AAD,ssphp_use_case_aad_001_cis_1-2-6,MFA Azure Management,Ensure Multi-factor Authentication is Required for Azure Management,AAD 001 [CIS 1.2.6],Level 1,L1,1.2.6,Identity and Access Management,"For designated users, they will be prompted to use their multi-factor authentication (MFA) process on login.",Enabling multi-factor authentication is a recommended setting to limit the use of Administrative actions and to prevent intruders from changing settings.,"There is an increased cost, as Conditional Access policies require Azure AD Premium. Similarly, they may require additional overhead to maintain if users lose access to their MFA.",TRUE,TRUE,TRUE,"6.4
6.5","6.3
6.4
6.5
6.7","6.3
6.4
6.5
6.7","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access
6.5 Require MFA for Administrative Access
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-3,AAD,ssphp_use_case_aad_001_cis_1-3,Users cannot create Azure AD Tenants,Ensure that 'Users can create Azure AD Tenants' is set to 'No',AAD 001 [CIS 1.3],Level 1,L1,1.3,Identity and Access Management,Require administrators or appropriately delegated users to create new tenants.,It is recommended to only allow an administrator to create new tenants. This prevent users from creating new Azure AD or Azure AD B2C tenants and ensures that only authorized users are able to do so.,Enforcing this setting will ensure that only authorized users are able to create new tenants.,FALSE,FALSE,FALSE,-,-,-,-,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-4,AAD,ssphp_use_case_aad_001_cis_1-4,External Users Access Reviews,Ensure Access Review is Set Up for External Users in Azure AD Privileged Identity Management,AAD 001 [CIS 1.4],Level 2,L2,1.4,Identity and Access Management,"This recommendation extends guest access review by utilizing the Azure AD Privileged Identity Management feature provided in Azure AD Premium P2. Azure AD is extended to include Azure AD B2B collaboration, allowing you to invite people from outside your organization to be guest users in your cloud account and sign in with their own work, school, or social identities. Guest users allow you to share your company's applications and services with users from any other organization, while maintaining control over your own corporate data. Work with external partners, large or small, even if they don't have Azure AD or an IT department. A simple invitation and redemption process lets partners use their own credentials to access your company's resources a a guest user.","Guest users in the Azure AD are generally required for collaboration purposes in Office 365, and may also be required for Azure functions in enterprises with multiple Azure tenants. Guest users should be reviewed on a regular basis, at least annually. Guest users should not be granted administrative roles where possible. Guest users are typically added outside your employee on-boarding/off-boarding process and could potentially be overlooked indefinitely, leading to a potential vulnerability. Guest users should be reviewed on a monthly basis to ensure that inactive and unneeded accounts are removed.","Until you have a business need to provide guest access to any user, avoid creating guest users. If guest accounts are being used, they should be removed when no longer required.",TRUE,TRUE,TRUE,"5.1
5.3
6.2","5.1
5.3
6.2","5.1
5.3
6.2
6.8","5.1 Establish and Maintain an Inventory of Accounts
5.3 Disable Dormant Accounts
6.2 Establish an Access Revoking Process
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-5,AAD,ssphp_use_case_aad_001_cis_1-5,Guest User Reviews,Ensure Guest Users Are Reviewed on a Regular Basis,AAD 001 [CIS 1.5],Level 1,L1,1.5,Identity and Access Management,"Azure AD is extended to include Azure AD B2B collaboration, allowing you to invite people from outside your organization to be guest users in your cloud account and sign in with their own work, school, or social identities. Guest users allow you to share your company's applications and services with users from any other organization, while maintaining control over your own corporate data. Work with external partners, large or small, even if they don't have Azure AD or an IT department. A simple invitation and redemption process lets partners use their own credentials to access your company's resources as a guest user. Guest users in every subscription should be review on a regular basis to ensure that inactive and unneeded accounts are removed.","Guest users in the Azure AD are generally required for collaboration purposes in Office 365, and may also be required for Azure functions in enterprises with multiple Azure tenants. Guest users are typically added outside your employee on-boarding/offboarding process and could potentially be overlooked indefinitely, leading to a potential vulnerability. To prevent this, guest users should be reviewed on a regular basis. During this audit, guest users should also be determined to not have administrative privileges.","Before removing guest users, determine their use and scope. Like removing any user, there may be unforeseen consequences to systems if it is deleted",TRUE,TRUE,TRUE,"5.1
5.3
6.2","5.1
5.3
6.2","5.1
5.3
6.2
6.8","5.1 Establish and Maintain an Inventory of Accounts
5.3 Disable Dormant Accounts
6.2 Establish an Access Revoking Process
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-6,AAD,ssphp_use_case_aad_001_cis_1-6,Reset Methods,Ensure That 'Number of methods required to reset' is set to '2',AAD 001 [CIS 1.6],Level 1,L1,1.6,Identity and Access Management,Ensures that two alternate forms of identification are provided before allowing a password reset.,"A Self-service Password Reset (SSPR) through Azure Multi-factor Authentication (MFA) ensures the user's identity is confirmed using two separate methods of identification. With multiple methods set, an attacker would have to compromise both methods before they could maliciously reset a user's password.","There may be administrative overhead, as users who lose access to their secondary authentication methods will need an administrator with permissions to remove it. There will also need to be organization-wide security policies and training to teach administrators to verify the identity of the requesting user so that social engineering can not render this setting useless.",TRUE,TRUE,TRUE,6.4,"6.3
6.4","6.3
6.4","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-7,AAD,ssphp_use_case_aad_001_cis_1-7,Enforce Bad Password List,Ensure that a Custom Bad Password List is set to 'Enforce' for your Organization,AAD 001 [CIS 1.7],Level 1,L1,1.7,Identity and Access Management,"Microsoft Azure provides a Global Banned Password policy that applies to Azure administrative and normal user accounts. This is not applied to user accounts that are synced from an on-premise Active Directory unless Azure AD Connect is used and you enable EnforceCloudPasswordPolicyForPasswordSyncedUsers. Please see the list in default values on the specifics of this policy. To further password security, it is recommended to further define a custom banned password policy.","Enabling this gives your organization further customization on what secure passwords are allowed. Setting a bad password list enables your organization to fine-tune its password policy further, depending on your needs. Removing easy-to-guess passwords increases the security of access to your Azure resources.",Increasing needed password complexity might increase overhead on administration of user accounts. Licensing requirement for Global Banned Password List and Custom Banned Password list requires Azure AD Premium P1 or P2. On-premises Active Directory Domain Services users that are not synchronized to Azure AD also benefit from Azure AD Password Protection based on existing licensing for synchronized users.,TRUE,TRUE,TRUE,"5.2
6.7",6.7,6.7,"5.2 Use Unique Passwords
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-8,AAD,ssphp_use_case_aad_001_cis_1-8,Authentication Info Re-Confirmation,Ensure that 'Number of days before users are asked to reconfirm their authentication information' is not set to '0',AAD 001 [CIS 1.8],Level 1,L1,1.8,Identity and Access Management,Ensure that the number of days before users are asked to re-confirm their authentication information is not set to 0.,"This setting is necessary if you have setup 'Require users to register when signing in option'. If authentication re-confirmation is disabled, registered users will never be prompted to re-confirm their existing authentication information. If the authentication information for a user changes, such as a phone number or email, then the password reset information for that user reverts to the previously registered authentication information.",Users will be prompted for their multifactor authentication at the duration set here.,TRUE,TRUE,TRUE,6.2,6.2,6.2,6.2 Establish an Access Revoking Process,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-9,AAD,ssphp_use_case_aad_001_cis_1-9,Password Reset Notifications,Ensure that 'Notify users on password resets?' is set to 'Yes',AAD 001 [CIS 1.9],Level 1,L1,1.9,Identity and Access Management,Ensure that users are notified on their primary and secondary emails on password resets.,User notification on password reset is a proactive way of confirming password reset activity. It helps the user to recognize unauthorized password reset activities.,Users will receive emails alerting them to password changes to both their primary and secondary emails.,FALSE,TRUE,TRUE,-,6.7,6.7,6.7 Centralize Access Control,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-10,AAD,ssphp_use_case_aad_001_cis_1-10,Admin Password Reset Notifications,Ensure That 'Notify all admins when other admins reset their password?' is set to 'Yes',AAD 001 [CIS 1.10],Level 1,L1,1.1,Identity and Access Management,Ensure that all Global Administrators are notified if any other administrator resets their password.,"Global Administrator accounts are sensitive. Any password reset activity notification, when sent to all Global Administrators, ensures that all Global administrators can passively confirm if such a reset is a common pattern within their group. For example, if all Global Administrators change their password every 30 days, any password reset activity before that may require administrator(s) to evaluate any unusual activity and confirm its origin.","All Global Administrators will receive a notification from Azure every time a password is reset. This is useful for auditing procedures to confirm that there are no out of the ordinary password resets for Global Administrators. There is additional overhead, however, in the time required for Global Administrators to audit the notifications. This setting is only useful if all Global Administrators pay attention to the notifications, and audit each one.",TRUE,TRUE,TRUE,"5.4
6.7",6.7,6.7,"5.4 Restrict Administrator Privileges to Dedicated 
Administrator Accounts
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-11,AAD,ssphp_use_case_aad_001_cis_1-11,User consent for applications,Ensure `User consent for applications` is set to `Do not allow user consent`,AAD 001 [CIS 1.11],Level 1,L1,1.11,Identity and Access Management,Require administrators to provide consent for applications before use.,"If Azure Active Directory is running as an identity provider for third-party applications, permissions and consent should be limited to administrators or pre-approved. Malicious applications may attempt to exfiltrate data or abuse privileged user accounts.",Enforcing this setting may create additional requests that administrators need to review.,TRUE,TRUE,TRUE,"2.3
6.1","2.3
2.5
6.1
6.7","2.3
2.5
6.1
6.7","2.3 Address Unauthorized Software
2.5 Allowlist Authorized Software
6.1 Establish an Access Granting Process
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-12,AAD,ssphp_use_case_aad_001_cis_1-12,User consent for applications,Ensure ‘User consent for applications’ Is Set To ‘Allow for Verified Publishers’,AAD 001 [CIS 1.12],Level 2,L2,1.12,Identity and Access Management,Allow users to provide consent for selected permissions when a request is coming from a verified publisher.,"If Azure Active Directory is running as an identity provider for third-party applications, permissions and consent should be limited to administrators or pre-approved. Malicious applications may attempt to exfiltrate data or abuse privileged user accounts.",Enforcing this setting may create additional requests that administrators need to review.,TRUE,TRUE,TRUE,"2.3
6.1","2.3
2.5
6.1
6.7","2.3
2.5
6.1
6.7","2.3 Address Unauthorized Software
2.5 Allowlist Authorized Software
6.1 Establish an Access Granting Process
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-13,AAD,ssphp_use_case_aad_001_cis_1-13,Users My Apps,Ensure that 'Users can add gallery apps to My Apps' is set to 'No',AAD 001 [CIS 1.13],Level 1,L1,1.13,Identity and Access Management,Require administrators to provide consent for the apps before use.,"Unless Azure Active Directory is running as an identity provider for third-party applications, do not allow users to use their identity outside of your cloud environment. User profiles contain private information such as phone numbers and email addresses which could then be sold off to other third parties without requiring any further consent from the user.",Can cause additional requests to administrators that need to be fulfilled quite often.,TRUE,TRUE,TRUE,2.3,"2.3
2.4","2.3
2.4","2.3 Address Unauthorized Software
2.4 Utilize Automated Software Inventory Tools",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-14,AAD,ssphp_use_case_aad_001_cis_1-14,Users Register Applications,Ensure That ‘Users Can Register Applications’ Is Set to ‘No’,AAD 001 [CIS 1.14],Level 1,L1,1.14,Identity and Access Management,Require administrators or appropriately delegated users to register third-party applications.,It is recommended to only allow an administrator to register custom-developed applications. This ensures that the application undergoes a formal security review and approval process prior to exposing Azure Active Directory data. Certain users like developers or other high-request users may also be delegated permissions to prevent them from waiting on an administrative user. Your organization should review your policies and decide your needs.,"Enforcing this setting will create additional requests for approval that will need to be addressed by an administrator. If permissions are delegated, a user may approve a malevolent third party application, potentially giving it access to your data.",TRUE,TRUE,TRUE,2.3,"2.3
2.4
6.7","2.3
2.4
6.7","2.3 Address Unauthorized Software
2.4 Utilize Automated Software Inventory Tools
6.7 Centralize Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-15,AAD,ssphp_use_case_aad_001_cis_1-15,Guest users access restrictions,Ensure That 'Guest users access restrictions' is set to 'Guest user access is restricted to properties and memberships of their own directory objects',AAD 001 [CIS 1.15],Level 1,L1,1.15,Identity and Access Management,Limit guest user permissions.,"Limiting guest access ensures that guest accounts do not have permission for certain directory tasks, such as enumerating users, groups or other directory resources, and cannot be assigned to administrative roles in your directory. Guest access has three levels of restriction. 1. Guest users have the same access as members (most inclusive), 2. Guest users have limited access to properties and memberships of directory objects (default value), 3. Guest user access is restricted to properties and memberships of their own directory objects (most restrictive). The recommended option is the 3rd, most restrictive: ""Guest user access is restricted to their own directory object"".",This may create additional requests for permissions to access resources that administrators will need to approve.,TRUE,TRUE,TRUE,3.3,"3.3
3.7
6.7","3.3
3.7
6.7
6.8","3.3 Configure Data Access Control Lists
3.7 Establish and Maintain a Data Classification Scheme
6.7 Centralize Access Control
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
